Título,Título_URL,Imagen,Título1,jsx2858414180,copy10,Descuento,copy3,primary,jsx3425244783,jsx34252447832,Vista
LOCCITANE,https://www.falabella.com.co/falabella-co/product/136859164/Leche-corporal-Melilot-250ml/136859166?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_P6--imu8Zb_INEnRKes6d_VuhwVA9vktrFJiILAxRDg_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZWR-rwNv4jVjBbWgFfu85Wt-H60WQP0-YsC3bikct-_YjueukcSNe3XqhraRFvaWh0wBTfXAe-ZR5AmYOfIOhznYK1Nt9dVN7L3Ei8OdI8UDqKX_Z2D6ntp4vo0B3xYOmw%253D%253D_ark196e4f3e8c779733d3%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,,Leche corporal Melilot 250ml,Por Provenzal Sas ,$  171.000  ,,,$  171.000  ,Envío gratis,,
LOCCITANE,https://www.falabella.com.co/falabella-co/product/135270665/Leche-corporal-May-Blossom-250ml/135270666?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_JmhKcHOwSZGJ7zAWjyPgg7k78BAF1eVsSzTsHePUN5s_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZWR-rwNv4jVjBbWgFfu85WvFH48guFnEKMsL2GDwQrWe5KLTKUTMXXi97m3a5_gKwEwBTfXAe-ZR5AmYOfIOhznYK1Nt9dVN7L3Ei8OdI8UDfYzPIGiptIV0w9DJOh7IyA%253D%253D_ark196e4f4805c7aeb930%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/135270666_01/width=240,height=240,quality=70,format=webp,fit=pad",Leche corporal May Blossom 250ml,Por Provenzal Sas ,$  171.000  ,,,$  171.000  ,Envío gratis,,
LOCCITANE,https://www.falabella.com.co/falabella-co/product/136316063/Leche-Corporal-Glycine-250ml/136316064?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_iQzC34AzR0ILHWUqtY0n_bk78BAF1eVsSzTsHePUN5s_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZWR-rwNv4jVjBbWgFfu85WvFH48guFnEKMsL2GDwQrWePYKRrjsE63RtsvPFpkaGDkwBTfXAe-ZR5AmYOfIOhznYK1Nt9dVN7L3Ei8OdI8UDfYzPIGiptIV0w9DJOh7IyA%253D%253D_ark196e4f4805c7aeb930%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/136316064_01/width=240,height=240,quality=70,format=webp,fit=pad",Leche Corporal Glycine 250ml,Por Provenzal Sas ,$  171.000  ,,,$  171.000  ,Envío gratis,,
LILO,https://www.falabella.com.co/falabella-co/product/141021731/Vibrador-Con-Lengua-Y-Calefaccion-Lilo/141021732,"https://media.falabella.com.co/falabellaCO/141021732_01/width=240,height=240,quality=70,format=webp,fit=pad",Vibrador Con Lengua Y Calefaccion,Por Shopping Online Colombia Sas ,$  130.900  ,-28%,$  180.900  ,$  130.900  ,Llega mañana,,
BIOAQUA,https://www.falabella.com.co/falabella-co/product/131624883/Suero-de-Arroz-y-Suero-acido-hialuronico-Bioaqua/131624885,"https://media.falabella.com.co/falabellaCO/131624885_01/width=240,height=240,quality=70,format=webp,fit=pad",Suero de Arroz y Suero acido hialuronico,Por Tu Vecino Virtual ,$  27.990  ,,$  32.000  ,$  27.990  ,Llega mañana,,
GENERICO,https://www.falabella.com.co/falabella-co/product/131624971/Rodillera-Ortopedica-Deportiva-Soporte-Rodilla-Rotula/131624972,"https://media.falabella.com.co/falabellaCO/131624972_01/width=240,height=240,quality=70,format=webp,fit=pad",Rodillera Ortopédica Deportiva Soporte Rodilla Rotula,Por Seido Sport ,$  69.900  ,,,$  69.900  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/142652484/Dermapen-Electrico-Ajustable-Para-Rejuvenecimiento-Facial/142652485,"https://media.falabella.com.co/falabellaCO/142652485_04/width=240,height=240,quality=70,format=webp,fit=pad",Dermapen Electrico Ajustable Para Rejuvenecimiento Facial,Por Distribuciones La 42 ,$  142.900  ,-50%,$  285.800  ,$  142.900  ,,,
LOCCITANE,https://www.falabella.com.co/falabella-co/product/135876337/Leche-corporal-Osmanthus-250ml/135876338?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_NS2heXlDA_KdZ3QWNLKJJbk78BAF1eVsSzTsHePUN5s_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZWR-rwNv4jVjBbWgFfu85WvFH48guFnEKMsL2GDwQrWeq_R7n0hvVkS1NH3LvYi6U0wBTfXAe-ZR5AmYOfIOhznYK1Nt9dVN7L3Ei8OdI8UDfYzPIGiptIV0w9DJOh7IyA%253D%253D_ark196e4f4805c7aeb930%2522%252C%2522slot%2522%253A7%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/135876338_01/width=240,height=240,quality=70,format=webp,fit=pad",Leche corporal Osmanthus 250ml,Por Provenzal Sas ,$  171.000  ,,,$  171.000  ,Envío gratis,,
LOCCITANE,https://www.falabella.com.co/falabella-co/product/136859164/Leche-corporal-Melilot-250ml/136859166?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_SdS-ndud8AQTCCwxyJ7tAbk78BAF1eVsSzTsHePUN5s_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZWR-rwNv4jVjBbWgFfu85WvFH48guFnEKMsL2GDwQrWexEn_oXULOoKSMGDWtPRx3kwBTfXAe-ZR5AmYOfIOhznYK1Nt9dVN7L3Ei8OdI8UDfYzPIGiptIV0w9DJOh7IyA%253D%253D_ark196e4f4805c7aeb930%2522%252C%2522slot%2522%253A8%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/136859166_01/width=240,height=240,quality=70,format=webp,fit=pad",Leche corporal Melilot 250ml,Por Provenzal Sas ,$  171.000  ,,,$  171.000  ,Envío gratis,,
LECHE PAL PELO,https://www.falabella.com.co/falabella-co/product/124858502/Acondicionador-kids-Leche-Pal-Pelo-250ml/124858503,,Acondicionador kids 250ml,Por Mechu2,$  24.800  ,,,$  24.800  ,Llega mañana,,
CATRICE,https://www.falabella.com.co/falabella-co/product/132467357/Corrector-Catrice-Crema-under-Eye-Tono-10-4.2gr/132467359,,Corrector Crema under Eye Tono 10 4.2gr,Por Prebel,$  24.900  ,,,$  24.900  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/124862399/Inmovilizador-Ferula-Nocturna-Ajustable-Fascitis-Plantar-TALLA-M/124862400,,Inmovilizador Férula Nocturna Ajustable Fascitis Plantar TALLA M,Por Obatty Store ,$  109.990  ,-21%,$  140.000  ,$  109.990  ,,,(1)
MAX FACTOR,https://www.falabella.com.co/falabella-co/product/132467618/Rubor-Max-Factor-Facefinity-Tono-Seductive-Pink/132467621,,Rubor Facefinity Tono Seductive Pink,Por Prebel,$  59.900  ,,,$  59.900  ,,,(44)
DREAM BABY,https://www.falabella.com.co/falabella-co/product/118155289/Cortaunas-Para-Bebe-Lupa-de-Seguridad-Blanco-Dream-Baby/118155291,,Cortauñas Para Bebe Lupa de Seguridad Blanco,Por Stilotex,$  18.400  ,-44%,$  32.900  ,$  18.400  ,,,
TOCOBO,https://www.falabella.com.co/falabella-co/product/140301741/Contorno-de-ojos-Collagen-Eye-Gel-Cream/140301742,,Contorno de ojos Collagen Eye Gel Cream,Por Kalon Skin Bar ,$  85.900  ,,$  94.900  ,$  85.900  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/138829105/Cepillo-Secador-Aire-Caliente-3-Velocidades-Frizz-Free-Morado/138829106,,Cepillo Secador Aire Caliente 3 Velocidades Frizz Free - Morado,Por America Store ,$  69.000  ,,,$  69.000  ,,,
CMS BELLEZA,https://www.falabella.com.co/falabella-co/product/122269489/Set-X9-Peinillas-En-Carbono-Con-Estuche-CMS-Cosmos/122269493,,Set X9 Peinillas En Carbono Con Estuche CMS Cosmos,Por Bet Supplier Sas ,$  59.900  ,-50%,$  119.800  ,$  59.900  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/123059241/Ejercitador-Manos-y-Dedos-Entrenador-Muscular-Fuerza-Recuperacion./123059242,,Ejercitador Manos y Dedos Entrenador Muscular Fuerza Recuperación.,Por Ferinnovacciòn,$  22.900  ,-54%,$  50.000  ,$  22.900  ,,,
MONTBLANC,https://www.falabella.com.co/falabella-co/product/139068124/PERFUME-HOMBRE-MONTBLANC-INDIVIDUEL-EDT-75-ML/139068125,,PERFUME HOMBRE INDIVIDUEL EDT 75 ML,Por Parfumer,$  349.900  ,-19%,$  429.900  ,$  349.900  ,Envío gratis,,
GENERICO,https://www.falabella.com.co/falabella-co/product/141094587/Potencializador-Femenino-x-4-Unds-Power-Sex/141094588,,Potencializador Femenino x 4 Unds Power Sex,Por Pleasure Boutique Sensual ,$  7.450  ,-50%,$  14.900  ,$  7.450  ,,,
PROSCIENCE,https://www.falabella.com.co/falabella-co/product/129405832/The-One-Multivitaminico-Proscience-30-Serv/129405833,,The One Multivitaminico 30 Serv,Por Natural Store ,$  79.900  ,,$  90.000  ,$  79.900  ,,,(1)
PURA,https://www.falabella.com.co/falabella-co/product/117318061/Corrector-juanete-neopreno-nocturno/117318063,,Corrector juanete neopreno nocturno,Por Pura,$  32.500  ,,,$  32.500  ,,,(2)
PURA,https://www.falabella.com.co/falabella-co/product/117318059/Kit-almohada-memory-cuello-antifaz-tapaoidos-viajes/117318060,,Kit almohada memory cuello antifaz tapaoidos viajes,Por Pura,$  105.600  ,,,$  105.600  ,Llega mañana,,(1)
GENERICO,https://www.falabella.com.co/falabella-co/product/126036685/Parche-Adelgazante-Abdominal/126036686,,Parche Adelgazante Abdominal,Por Importadora Maka Sas ,$  12.900  ,-63%,$  34.900  ,$  12.900  ,,,(1)
AVON,https://www.falabella.com.co/falabella-co/product/122513769/Perfume-Wild-Country-Rush-de-Avon-100-ml/122513771,,Perfume Wild Country Rush de 100 ml,Por Districatálogos,$  34.900  ,,$  39.900  ,$  34.900  ,,,(1)
MUTANT,https://www.falabella.com.co/falabella-co/product/126038045/Mutant-Madnnes-30-Servicios-Fruit-Punch/126038046,,Madnnes 30 Servicios - Fruit Punch,Por Tiendas Enforma ,$  90.000  ,-25%,$  120.750  ,$  90.000  ,,,
MUTANT,https://www.falabella.com.co/falabella-co/product/126040003/ISO-SURGE-5-LIBRAS-TRIPLE-CHOCOLATE/126040004,,ISO SURGE 5 LIBRAS - TRIPLE CHOCOLATE,Por Tiendas Enforma ,$  406.800  ,-23%,$  529.000  ,$  406.800  ,Envío gratis,,
GENERICO,https://www.falabella.com.co/falabella-co/product/126050801/Set-10-Brochas-Pinceles-Maquillaje-Profesional-Diamante-Rose-Gold-Juego-Kit/126050802,,Set 10 Brochas Pinceles Maquillaje Profesional Diamante Rose Gold Juego Kit,Por Vipxie.,$  44.900  ,-20%,$  55.900  ,$  44.900  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/139598753/Maquina-Corte-Profesional-Portatil-Set-Wmark-NG-8030-9000-RPM/139598754,,Maquina Corte Profesional Portátil Set Wmark NG-8030 9000 RPM,Por Neos Online ,$  368.900  ,-40%,$  618.900  ,$  368.900  ,Envío gratis,,
LOCCITANE,https://www.falabella.com.co/falabella-co/product/135874554/Leche-corporal-Lavanda-250ml/135874555?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_qp43tSOEHYFe5-rHyXlKGbk78BAF1eVsSzTsHePUN5s_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZWR-rwNv4jVjBbWgFfu85WvFH48guFnEKMsL2GDwQrWe_GG4TFWiEHx_fuPs8gK2a0wBTfXAe-ZR5AmYOfIOhznYK1Nt9dVN7L3Ei8OdI8UDfYzPIGiptIV0w9DJOh7IyA%253D%253D_ark196e4f4805c7aeb930%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,,Leche corporal Lavanda 250ml,Por Provenzal Sas ,$  171.000  ,,,$  171.000  ,Envío gratis,,
LOCCITANE,https://www.falabella.com.co/falabella-co/product/135440731/Balsamo-After-shave-Cedrat-75ml/135440732?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_5rdxhFocEjH0lkFE-2Kek2Ox1eNFu2lhTA6G_kWht4A_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZeyQ1J_9Qw6f_Vxp_kXL6IgGnS7H2j5o3d9k2DtoHsd1vv9yEp9QaJqMKjZeXkfQp-YpNRQ0SpCbBRe7LLWeKvCJrrxSF6ISDy2R3Xlp_0UCfYzPIGiptIV0w9DJOh7IyA%253D%253D_ark196e4f4805c7aeb930%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,,Bálsamo After-shave Cédrat 75ml,Por Provenzal Sas ,$  165.000  ,,,$  165.000  ,Envío gratis,,
ONE PIXEL,https://www.falabella.com.co/falabella-co/product/126043056/Depiladora-Electrica-Laser-En-Casa-Para-Mujeres-Y-Hombres_./126043057,,Depiladora Electrica Laser En Casa Para Mujeres Y Hombres_.,Por One Pixel ,$  278.900  ,-54%,$  599.900  ,$  278.900  ,Envío gratis,Llega mañana,(3)
ROSS D ELEN,https://www.falabella.com.co/falabella-co/product/124476755/Spray-green-tonico-refrescante-x180ml/124476756,,Spray green tonico refrescante x180ml,Por Tienda Naturista Miel Angelita ,$  35.000  ,,$  40.000  ,$  35.000  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/124476282/Colon-cleanser-fibra-natural-450gr/124476283,,Colon cleanser fibra natural 450gr,Por Tienda Naturista Miel Angelita ,$  23.990  ,,,$  23.990  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/135634002/Colitas-Scrunchies-Seda-Monas-Panoleta-Banda-Cabello/135634003,,Colitas Scrunchies Seda Moñas Pañoleta Banda Cabello,Por 10milazo,$  12.990  ,-24%,$  16.990  ,$  12.990  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/135634124/Colitas-Scrunchies-Seda-Monas-Panoleta-Banda-Cabello/135634125,,Colitas Scrunchies Seda Moñas Pañoleta Banda Cabello,Por 10milazo,$  12.990  ,-24%,$  16.990  ,$  12.990  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/138919871/Kit-Copa-Menstrual-+-Aplicador-TALLA-S-MORADA/138919872,,Kit Copa Menstrual + Aplicador TALLA S MORADA,Por Gama Pro Colombia ,$  65.000  ,,,$  65.000  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/137456475/Masajeador-eliminador-de-celulitis-pd-64/137456476,,Masajeador eliminador de celulitis pd-64,Por Imporhouse,$  75.600  ,,,$  75.600  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/118668884/Depiladora-Ipl-900.000-Disparos/118668885,,Depiladora Ipl 900.000 Disparos,Por Tecnohogarjs,$  285.900  ,,$  315.900  ,$  285.900  ,Envío gratis,Llega mañana,
GENERICO,https://www.falabella.com.co/falabella-co/product/123357435/Gorro-Redondo-Medic-Alfa-Azul-X-12und/123357437,,Gorro Redondo Medic Alfa Azul X 12und,Por Locatel Colombia ,$  5.800  ,,,$  5.800  ,,,
LOCCITANE,https://www.falabella.com.co/falabella-co/product/134367654/Crema-de-Ducha-Almendras-200ml/134367655,,Crema de Ducha Almendras 200ml,Por Provenzal Sas ,$  97.000  ,,,$  97.000  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/134367861/Kit-x3-Piedra-Pomez-Callos/134367862,,Kit x3 Piedra Pomez Callos,Por Kroma Space ,$  14.900  ,-25%,$  19.900  ,$  14.900  ,,,
LOCCITANE,https://www.falabella.com.co/falabella-co/product/134367865/Perfume-para-mujer-Barbotine-Eau-de-Parfum-50ml/134367866,,Perfume para mujer Barbotine Eau de Parfum 50ml,Por Provenzal Sas ,$  288.000  ,,,$  288.000  ,Envío gratis,,
NATURA,https://www.falabella.com.co/falabella-co/product/120444989/Perfume-Ilia-Clasico-Natura-50-ml/120444990,,Perfume Ilía Clásico 50 ml,Por Districatálogos,$  99.900  ,-31%,$  145.000  ,$  99.900  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/129318341/gubia-o-cucharilla-Unas-Encarnadas-pedicura-Podologia-2mm/129318342,,Gubia o cucharilla Uñas Encarnadas pedicura Podología 2mm,Por Nantienda,$  64.999  ,-19%,$  79.999  ,$  64.999  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/129318606/Maquina-Patillera-Inalambrica-Vgr-V-071-Recargable/129318607,,Maquina Patillera Inalámbrica Vgr V-071 Recargable,Por Shopfinity,$  49.900  ,,,$  49.900  ,,,
AFM,https://www.falabella.com.co/falabella-co/product/129318647/Plancha-Rizos-Sirena-3-Tubos/129318648,,Plancha Rizos Sirena 3 Tubos,Por Afm Colombia Sas ,$  55.000  ,,,$  55.000  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/129318669/Maquina-Afeitadora-Patillera-Vgr-V-030-Recargable-+-Accesorios_./129318670,,Maquina Afeitadora Patillera Vgr V-030 Recargable + Accesorios_.,Por Shopfinity,$  45.900  ,,,$  45.900  ,,,(1)
GENERICO,https://www.falabella.com.co/falabella-co/product/129318697/Gubia-cucharilla-Unas-Encarnadas-Pedicura-Podologia-1mm/129318698,,Gubia cucharilla Uñas Encarnadas Pedicura Podología 1mm,Por Nantirva,$  64.999  ,-19%,$  79.999  ,$  64.999  ,,,
ESSEM,https://www.falabella.com.co/falabella-co/product/122500033/Agua-micelar-limpiadora-gentil-Essem/122500034,,Agua micelar limpiadora gentil,Por Essem Skincare ,$  82.000  ,,,$  82.000  ,Llega mañana,,
ESSEM,https://www.falabella.com.co/falabella-co/product/122500070/Crema-hidratante-para-dia-y-noche-Essem/122500071,,Crema hidratante para dia y noche,Por Essem Skincare ,$  141.000  ,,,$  141.000  ,Llega mañana,,
KABA,https://www.falabella.com.co/falabella-co/product/122500074/Mascarilla-facial-golden-kaba-200-ml/122500075,,Mascarilla facial golden 200 ml,Por Matices Cosmetics ,$  37.000  ,,,$  37.000  ,,,
GENERICO,https://www.falabella.com.co/falabella-co/product/129752307/Corrector-de-postura-para-espalda-y-hombros/129752308,,Corrector de postura para espalda y hombros,Por Todonovedad,$  80.000  ,,,$  80.000  ,,,(2)
NEUTROGENA,https://www.falabella.com.co/falabella-co/product/129752340/Kit-Neutrogena-Hydroboost-Gel-+-Contorno/129752341,,Kit Hydroboost Gel + Contorno,Por Mktools,$  155.800  ,,,$  155.800  ,Envío gratis,,
LACOUPE,https://www.falabella.com.co/falabella-co/product/127870337/KIT-CAPILAR-MORINGA-BABASSU/127870338,,KIT CAPILAR MORINGA BABASSU,Por Contexport Colombia ,$  146.700  ,,,$  146.700  ,,,
LOCCITANE,https://www.falabella.com.co/falabella-co/product/135440118/Crema-de-Afeitado-Cade-150ml/135440119?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_tsYjheg63nhloYTW5sNeMWOx1eNFu2lhTA6G_kWht4A_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZeyQ1J_9Qw6f_Vxp_kXL6IgGnS7H2j5o3d9k2DtoHsd1vXeV7ny2yZI2O8X7hvDteOYpNRQ0SpCbBRe7LLWeKvCJrrxSF6ISDy2R3Xlp_0UCfYzPIGiptIV0w9DJOh7IyA%253D%253D_ark196e4f4805c7aeb930%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,,Crema de Afeitado Cade 150ml,Por Provenzal Sas ,$  165.000  ,,,$  165.000  ,Envío gratis,,
GOLIGUMMY,https://www.falabella.com.co/falabella-co/product/129394130/Gomitas-para-ninos-Multi-Goli-x-80unidades/129394131?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_78sKGZlpCUMDxwLMzsfGWtsvRrW-WZxxivJA6EyOgwA_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZdqD5fb1f_2axBrU4ktUcEzALb_0naUxd_L6I0JIKV3LfPOA173W3ruotlCAMmxXnhUhc6vPSfH_yLsAqFlJUJAzORsO5cxsAO3GbQI9waTpfYzPIGiptIV0w9DJOh7IyA%253D%253D_ark196e4f4805c7aeb930%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,,Gomitas para niños Multi Goli x 80unidades,Por Goligummy,$  129.900  ,,,$  129.900  ,,,
KATIVA,https://www.falabella.com.co/falabella-co/product/130429310/Tratamiento-Shea-Butter-Coconut-300ml/130429312?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_dmJjMdGUg-LIcMZvIAGAeCgFpD4nEJsN8Vgk7NwY4tU_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZbPoT5j6okJxCMaT_RAWn2wRNIYcV22NWmYh4uBPwPtHKPkjLl8mVgHIPZ8imybbgSBHN3NsYj7EN_ru156NMq6-EfGDCtmzqglGOdEu3TtdJYj7EGvR0YftiRGnuUq80w%253D%253D_ark196e4f4f5ec799ba42%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/130429312_01/width=240,height=240,quality=70,format=webp,fit=pad",Tratamiento Shea Butter Coconut 300ml,Por Starbrands Colombia S.a.s ,$  46.000  ,,,$  46.000  ,,,
MAYBELLINE,https://www.falabella.com.co/falabella-co/product/5052398/Labial-larga-duracion-SuperStay-Matte-ink-acabado-matte-RING-LEADER-Maybelline-5-ml-/5052398?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_UGtlu-T7kGklDQ6pUcdGg8R7rhii1KeHD8c0u_koyW8_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZftrU1rQOkKce6Ac5mGzbHp0P9KZffauSEGvMFa9NzaqXN_-qetaNfh_63tiqNARZ2ArpBLeZBUS73lPtlAlH2qDQmuUfs5QrsoY_4RSobCeJYj7EGvR0YftiRGnuUq80w%253D%253D_ark196e4f4f5ec799ba42%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/5052398_1/width=240,height=240,quality=70,format=webp,fit=pad",Labial larga duración SuperStay Matte ink acabado matte RING LEADER 5 ml,Por Falabella,$  60.670  ,,,$  60.670  ,Llega mañana,Retira mañana,(98)
MAXYBELT,https://www.falabella.com.co/falabella-co/product/126802999/Maxybelt-Acondicionador-Caviar-400ml/126803001,"https://media.falabella.com.co/falabellaCO/126803001_01/width=240,height=240,quality=70,format=webp,fit=pad",Acondicionador Caviar 400ml,Por Mechu2,$  25.900  ,,,$  25.900  ,Llega mañana,,
DUVYCLASS,https://www.falabella.com.co/falabella-co/product/139360205/Cera-Moldeadora-Duvyclass-Barber-Collection-80g/139360206,"https://media.falabella.com.co/falabellaCO/139360206_01/width=240,height=240,quality=70,format=webp,fit=pad",Cera Moldeadora Barber Collection 80g,Por Mechu2,$  23.900  ,,,$  23.900  ,Llega mañana,,
GENERICO,https://www.falabella.com.co/falabella-co/product/130459566/SECADOR-PROFESIONAL-SLP-8600-ROJO/130459567,"https://media.falabella.com.co/falabellaCO/130459567_01/width=240,height=240,quality=70,format=webp,fit=pad",SECADOR PROFESIONAL SLP 8600 ROJO,Por Sport Hobbies Jb Sas ,$  210.900  ,-40%,$  350.000  ,$  210.900  ,Envío gratis,,
