Título,Título_URL,Imagen,Nombre_Producto,Vendedor,Precio_Actual,Descuento,Precio_Anterior,Precio_Ref,Entrega,Retiro,Vista
LITTMANN,https://www.falabella.com.co/falabella-co/product/138903591/Fonendoscopio-Littmann-Classic-3-Caribbean-Blue-5623-+-Estuche-Lona/138903592,SIN IMAGEN,Fonendoscopio Classic 3 Caribbean Blue 5623 + Estuche Lona,Por Diagnostiq,569.9,10%,629.9,569.9,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/139708921/Maquina-Facial-de-Electrodos-de-Alta-Frecuencia-7en-1/139708922,SIN IMAGEN,Máquina Facial de Electrodos de Alta Frecuencia 7en 1,Por Market Shop Tienda Online ,104.9,-19%,129.9,104.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
JAGUAR,https://www.falabella.com.co/falabella-co/product/133818984/PERFUME-HOMBRE-JAGUAR-EDT-100-ML/133818986,SIN IMAGEN,PERFUME HOMBRE EDT 100 ML,Por Parfumer,159.9,-20%,199.99,159.9,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
ONE PIXEL,https://www.falabella.com.co/falabella-co/product/128772149/Removedor-De-Callos-Exfoliador-Limpieza-Pies-Suaves-USB/128772150,SIN IMAGEN,Removedor De Callos Exfoliador Limpieza Pies Suaves USB,Por One Pixel ,33.9,-43%,59.9,33.9,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
BERHLAN,https://www.falabella.com.co/falabella-co/product/121782089/Jabon-Espumoso-Antibacterial-Amatic-/121782090,SIN IMAGEN,Jabon Espumoso Antibacterial Amatic-,Por Banquete Tienda Oficial ,9.9,0%,,9.9,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
LUST,https://www.falabella.com.co/falabella-co/product/120524310/Esposas-Eroticas-Metalicas-Con-Peluche/120524311,SIN IMAGEN,Esposas Eróticas Metálicas Con Peluche,Por Lust,21.5,0%,,21.5,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
LUST,https://www.falabella.com.co/falabella-co/product/120524031/Ball-Gag-Mordaza-De-Sumision/120524033,SIN IMAGEN,Ball Gag Mordaza De Sumisión,Por Lust,19.5,0%,,19.5,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
AZZARO,https://www.falabella.com.co/falabella-co/product/121782272/PERFUME-HOMBRE-CHROME-AZZARO-EDT-100-ML/121782273,SIN IMAGEN,PERFUME HOMBRE CHROME EDT 100 ML,Por Parfumer,494.99,0%,,494.99,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
ONE PIXEL,https://www.falabella.com.co/falabella-co/product/139571335/Baston-Plegable-con-Linterna-LED-y-Aviso-de-Caida/139571336,SIN IMAGEN,Bastón Plegable con Linterna LED y Aviso de Caída,Por One Pixel ,52.9,-40%,87.9,52.9,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/118194061/Esposas-metalicas-sexuales-fetiche/118194064,SIN IMAGEN,Esposas metálicas sexuales fetiche,Por Uniprol,16.0,0%,,16.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/128795727/Lubricante-Trio-3-En-1-Sex@-Oral-Vaginal-Masajes-Sen-Intimo-30ml/128795730,SIN IMAGEN,Lubricante Trio 3 En 1 Sex@ Oral Vaginal Masajes Sen Intimo 30ml,Por Cero Tabuu ,31.9,0%,,31.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
LUMBERMAN,"https://www.falabella.com.co/falabella-co/product/128304848/Tonico-Barba-Lumberman,-X-2-Frascos-De-30-Ml.-Invima/128304849",SIN IMAGEN,"Tónico Barba Lumberman, X 2 Frascos De 30 Ml. Invima",Por Lumberman Oficial ,40.9,0%,,40.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/138008961/Manta-Electrica-con-Cierre-Autoadherente-Gamma-Tech/138008962,SIN IMAGEN,Manta Eléctrica con Cierre Autoadherente Gamma & Tech,Por Commerce On Sas ,167.0,0%,,167.0,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
TURBOX,https://www.falabella.com.co/falabella-co/product/126781314/Plancha-profesional-para-cabello-nt-1000-new-turbo-azul/126781315,SIN IMAGEN,Plancha profesional para cabello nt-1000 new turbo - azul,Por Turbox,556.0,0%,,556.0,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/129647231/Kit-de-brochas-de-maquillaje-+-esponjas-27-piezas/129647232,SIN IMAGEN,Kit de brochas de maquillaje + esponjas 27 piezas,Por Sweet Accesorios ,98.646,0%,,98.646,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
ESSEM,https://www.falabella.com.co/falabella-co/product/127946416/Serum-Lip-Gloss-With-Color-Essem/127946417?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_EgAXkuJkSsOnKO3EWSSXnmJqKY3VlAQw0EBr1ZBCAfw_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZeqeFAAyGO0ofFrO0Lr464ZhiJNhxAkCjYSW_mCtv3Ahnsjjuzqf3V3JBKuaBkWhO8zt1z0SnYOuLHg1ct1MRwAYH-q4rSO-Isng6mn1qRUswFSrqW5lks4MPyGdjOjLPA%253D%253D_ark196e4ee6d117a95cfe%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,SIN IMAGEN,Serum Lip Gloss With Color,Por Essem Skincare ,79.0,0%,,79.0,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
CMS BELLEZA,https://www.falabella.com.co/falabella-co/product/128631243/Cepillo-Secador-Para-Cabello-Profesional-CMS-Cosmos-Lira/128631245?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_4mT46C6pg6bZKQYqfI_IgBYKreMsXeWJECQMexpCCFr8gmaxtj2L9jUTcGMxijqIpLbRQ0QeG6vySmM-jU_jHbqN0SGBNfOGKkTc7OLDFwBqGlnMIvkER0tFcjfiw4iAnjw1027Vt5-z8zXjjLE0QhzamWxIJx_Zb-5vxeBtE1rmM6qtPOpsXPW6Xjp1GeRr5xxwvmQtkzQp5-nwdD2zhw%253D%253D_ark196e4ee6d117a95cfe%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,SIN IMAGEN,Cepillo Secador Para Cabello Profesional CMS Cosmos Lira,Por Bet Supplier Sas ,239.9,-48%,459.9,239.9,Envío gratis,SIN INFORMACIÓN,4
GENERICO,https://www.falabella.com.co/falabella-co/product/138456602/Mascara-Antifaz-Cubre-Ojos-para-Dormir-Descansar-en-Satin/138456603,SIN IMAGEN,Máscara Antifaz Cubre Ojos para Dormir Descansar en Satín,Por Mlv Store ,14.9,0%,,14.9,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
STYLE STARS,https://www.falabella.com.co/falabella-co/product/120832656/Kit-X-2-Masajeador-relajante-para-la-cabeza-evita-ansiedad/120832658,SIN IMAGEN,Kit X 2 Masajeador relajante para la cabeza evita ansiedad,Por Mega Shop Tv ,27.9,-44%,49.8,27.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
STYLE STARS,https://www.falabella.com.co/falabella-co/product/120833085/Kit-X-4-Masajeador-relajante-para-la-cabeza-evita-ansiedad/120833087,SIN IMAGEN,Kit X 4 Masajeador relajante para la cabeza evita ansiedad,Por Mega Shop Tv ,49.9,-50%,99.6,49.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/140550381/Aceite-Corporal-Hidratante-Coco-250-ml/140550382,SIN IMAGEN,Aceite Corporal Hidratante Coco 250 ml,Por Vive Beauty ,22.0,-15%,26.0,22.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/128107386/Green-Gel-Mentolado-x450g-Ross-D-Elen/128107387,SIN IMAGEN,Green Gel Mentolado x450g Ross D Elen,Por Natural Slim ,28.0,0%,,28.0,SIN INFORMACIÓN,SIN INFORMACIÓN,4
GENERICO,https://www.falabella.com.co/falabella-co/product/141095100/Cosmetiquera-Desenrrollable-Bolsa-Maquillaje-Viaje/141095101,SIN IMAGEN,Cosmetiquera Desenrrollable Bolsa Maquillaje Viaje,Por Starcp Tech ,30.9,-38%,49.9,30.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
AVON,https://www.falabella.com.co/falabella-co/product/121282241/Perfume-300-Km-h-Virtual-Adrenaline-de-Avon-100-ml/121282242,SIN IMAGEN,Perfume 300 Km/h Virtual Adrenaline de 100 ml,Por Districatálogos,42.9,-22%,54.9,42.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
AVON,https://www.falabella.com.co/falabella-co/product/121282520/Perfume-Wild-Country-1967-de-Avon-100-ml/121282523,SIN IMAGEN,Perfume Wild Country 1967 de 100 ml,Por Districatálogos,39.9,-20%,49.9,39.9,SIN INFORMACIÓN,SIN INFORMACIÓN,1
WELLA,https://www.falabella.com.co/falabella-co/product/135163544/Wella-Ultimate-Repair-Shampoo-y-Mascarilla/135163545,SIN IMAGEN,Ultimate Repair Shampoo y Mascarilla,Por Cornalina Beauty ,284.8,0%,,284.8,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/124848640/Inmovilizador-Ferula-Ortopedica-Corrector-Dedo-Ajustable-TALLA-L_./124848644,SIN IMAGEN,Inmovilizador Ferula Ortopedica Corrector Dedo Ajustable TALLA L_.,Por Obatty Store ,89.99,-38%,145.0,89.99,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
KAHAI,https://www.falabella.com.co/falabella-co/product/122206062/Kahai-Locion-Hidratante/122206064,SIN IMAGEN,- Loción Hidratante,Por Kahai,50.0,0%,,50.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/126046657/Vitamina-C-Acido-Ascorbico-1Kg/126046661,SIN IMAGEN,Vitamina C - Acido Ascorbico 1Kg,Por Banquete Tienda Oficial ,49.9,9%,55.0,49.9,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/126046130/Acido-Ascorbico-250gr/126046135,SIN IMAGEN,Acido Ascorbico 250gr,Por Banquete Tienda Oficial ,22.0,0%,,22.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/132302297/Citrato-de-magnesio-x-100-tabletas-masticables-de-196mg/132302299,SIN IMAGEN,Citrato de magnesio x 100 tabletas masticables de 196mg,Por Tu Elección Ideal ,56.9,0%,,56.9,Llega mañana,SIN INFORMACIÓN,SIN OPINIONES
BOTIK,https://www.falabella.com.co/falabella-co/product/73015287/Hidratante-facial-Botik-Para-Piel-Seca-45g-/73015287,SIN IMAGEN,Hidratante facial Para Piel Seca 45g,Por Falabella,83.9,0%,,83.9,Llega mañana,Retira mañana,SIN OPINIONES
JEAN PAUL GAULTIER,https://www.falabella.com.co/falabella-co/product/73021109/Perfume-Mujer-Jean-Paul-Gaultier-Divine-Intense-50-ml-Eau-de-parfum/73021109,SIN IMAGEN,Perfume Mujer Divine Intense 50 ml Eau de parfum,Por Falabella,567.0,0%,,567.0,Llega mañana,Retira mañana,992
ASEPXIA,https://www.falabella.com.co/falabella-co/product/123357407/Jabon-Asepxia-Bicarbonato-De-Sodio-X-100g/123357409,SIN IMAGEN,Jabon Bicarbonato De Sodio X 100g,Por Locatel Colombia ,16.45,0%,,16.45,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
REMINGTON,https://www.falabella.com.co/falabella-co/product/123353958/Plancha-De-Cabello-En-Ceramica-Remington-Aguacate-Y-Macadamia-S9960/123353959,SIN IMAGEN,Plancha De Cabello En Ceramica Aguacate Y Macadamia S9960,Por 52 Bits ,199.9,-33%,299.9,199.9,Envío gratis,Llega mañana,5
GENERICO,https://www.falabella.com.co/falabella-co/product/122566090/Limpiador-raspador-de-lengua-Verde-Claro/122566091,SIN IMAGEN,Limpiador raspador de lengua Verde Claro,Por Jorge Lizarazo & Co ,9.9,-53%,20.9,9.9,SIN INFORMACIÓN,SIN INFORMACIÓN,3
GENERICO,https://www.falabella.com.co/falabella-co/product/122565548/Limpiador-raspador-de-lengua-Rosa-claro/122565549,SIN IMAGEN,Limpiador raspador de lengua Rosa claro,Por Jorge Lizarazo & Co ,9.9,-53%,20.9,9.9,SIN INFORMACIÓN,SIN INFORMACIÓN,3
GENERICO,https://www.falabella.com.co/falabella-co/product/122566153/Limpiador-raspador-de-lengua-azul-claro/122566154,SIN IMAGEN,Limpiador raspador de lengua azul claro,Por Jorge Lizarazo & Co ,9.9,-53%,20.9,9.9,SIN INFORMACIÓN,SIN INFORMACIÓN,1
AZUL K,https://www.falabella.com.co/falabella-co/product/122274755/Jabon-Coco-Lavar-Prendas-Delicadas-x-3-Und-x-180g-C-U/122274756,SIN IMAGEN,Jabon Coco Lavar Prendas Delicadas x 3 Und x 180g C/U,Por Grupo Litoral S.a.s ,8.9,11%,10.0,8.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
VIVITAR,https://www.falabella.com.co/falabella-co/product/128175996/Plancha-3-En-1-Vivitar-Alisa-Riza-Ondula-Blanco/128176081,SIN IMAGEN,Plancha 3 En 1 Alisa Riza Ondula Blanco,Por Homecenter,59.9,-45%,109.9,59.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
KATIVA,https://www.falabella.com.co/falabella-co/product/130457291/Shampoo-Argan-Oil-355ml/130457292?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_sHeWWR7kQtkiysvdZjlqNnPRzOliEHci-BlShz29JzQ_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZbPoT5j6okJxCMaT_RAWn2y91aIVH_W20o5WPkEB1YOf6Rq6FTfVz6sXV6s3YfiQXWc2ptH9QA4LwSnGIOSjfD6fCAdxzqWW_YmxH_SXFZlzwFSrqW5lks4MPyGdjOjLPA%253D%253D_ark196e4ee6d117a95cfe%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,SIN IMAGEN,Shampoo Argan Oil 355ml,Por Starbrands Colombia S.a.s ,33.4,0%,,33.4,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
MAYBELLINE,https://www.falabella.com.co/falabella-co/product/3706695/Base-de-maquillaje-Liquida-SperStay-Full-Coverage-Natural-Beige-Active-Wear-Maybelline-30-ml/71599271?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_jQ3ukNZEDFtppjx_Htjemj3nNRSawzx_gcWdfIRJYeU_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZbPoT5j6okJxCMaT_RAWn2yx_dVXVTjZyFDAays9-RI0MImnsRHckMgnxcnbt8XyzE0Um5AOja1-MKrOhe1zfHI-BD06TLOm3c1dR2vL-445wFSrqW5lks4MPyGdjOjLPA%253D%253D_ark196e4ee6d117a95cfe%2522%252C%2522slot%2522%253Anull%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,SIN IMAGEN,Base de maquillaje Líquida SperStay Full Coverage Natural Beige Active Wear 30 ml,Por Falabella,72.0,0%,,72.0,Llega mañana,Retira mañana,48
LOCCITANE,https://www.falabella.com.co/falabella-co/product/136293561/Suero-Nocturno-ojos-Immortelle-Reset-15ml/136293563?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_omQoLSYxkplMuahPEJclgDYsXFDw4MW7BXvXcaa4iDg_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZeyQ1J_9Qw6f_Vxp_kXL6Ihh_CcLjMS6DKzgS6Bus-mvb3Bchig-sJrRH9yqvuY_flGi3P97rIKRsKynjM2Hyraw8qlZ5eI0WOzVyMNgYX0SX9KJhSjSLPxRD-NUbpopmQ%253D%253D_ark196e4eef0357aa8f60%2522%252C%2522slot%2522%253A1%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/136293563_01/width=240,height=240,quality=70,format=webp,fit=pad",Suero Nocturno ojos Immortelle Reset 15ml,Por Provenzal Sas ,284.0,0%,,284.0,Envío gratis,SIN INFORMACIÓN,SIN OPINIONES
REMINGTON,https://www.falabella.com.co/falabella-co/product/128334298/Combo-Plancha-Aguacate-Remington-+-Secador-Remington-Aguacate/128334299?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_pejN74VtoOKC7fMHhsrYvujKLBJ52KvfPAbxnhIKcNw_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZXzvZVjnT5sUa70_xiyNTjphulGNywCJ1sa7wM2xTNLUzsJRh459fTUxAO-FLM6kCOa83X7akvyA6KKqbr5VU6aL3_Ljk2DZpTIaDM93FzMcX9KJhSjSLPxRD-NUbpopmQ%253D%253D_ark196e4eef0357aa8f60%2522%252C%2522slot%2522%253A2%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/128334299_01/width=240,height=240,quality=70,format=webp,fit=pad",Combo Plancha Aguacate + Secador Aguacate,Por Hometec Store ,319.9,-33%,,329.9,Envío gratis,Llega mañana,19
KABA,https://www.falabella.com.co/falabella-co/product/122467891/Mascarilla-facial-frutos-rojos-kaba-200-ml/122467892,"https://media.falabella.com.co/falabellaCO/122467892_01/width=240,height=240,quality=70,format=webp,fit=pad",Mascarilla facial frutos rojos 200 ml,Por Matices Cosmetics ,37.0,0%,,37.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
TENGA EGG,https://www.falabella.com.co/falabella-co/product/119985632/Huevo-Masturbador-Pene-Diferentes-Texturas-Twister/119985633,"https://media.falabella.com.co/falabellaCO/119985633_01/width=240,height=240,quality=70,format=webp,fit=pad",Huevo Masturbador Pene Diferentes Texturas Twister,Por Comercializadora Rptg ,36.9,0%,,36.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
AZZORTI,https://www.falabella.com.co/falabella-co/product/135487609/Perfume-Steel-Light-Blue-Hombre-Dupree/135487610,"https://media.falabella.com.co/falabellaCO/135487610_01/width=240,height=240,quality=70,format=webp,fit=pad",Perfume Steel Light Blue Hombre Dupree,Por Tahana Store ,83.9,-21%,105.9,83.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
VGR,https://www.falabella.com.co/falabella-co/product/129454769/Patillera-Barbera-Recargable-VGR-085/129454770,"https://media.falabella.com.co/falabellaCO/129454770_01/width=240,height=240,quality=70,format=webp,fit=pad",Patillera Barbera Recargable 085,Por Insanto Tec ,74.9,-48%,145.0,74.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
LOCCITANE,https://www.falabella.com.co/falabella-co/product/134015004/Aceite-Infusionado-Reparador-Intensivo-50ml/134015005?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_iVLIPIe6CwxdlOBNiE9txi7SFDPufO2GvaxViTzxYPs_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZb-7A-crm1GCwUnMOIW_npTkwk6EUMuHYKRfZ2DTkAzBb7wWF3el-9laXxa3Ilh8-C_eQW-843OTI5Jwl_ts8an4wDTFN243Hn7pJhCIj5aLX9KJhSjSLPxRD-NUbpopmQ%253D%253D_ark196e4eef0357aa8f60%2522%252C%2522slot%2522%253A7%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/134015005_01/width=240,height=240,quality=70,format=webp,fit=pad",Aceite Infusionado Reparador Intensivo 50ml,Por Provenzal Sas ,102.0,0%,,102.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
LA ROCHE POSAY,https://www.falabella.com.co/falabella-co/product/12504238/Antiedad-La-Roche-Posay-Redermic-Retinol-Corrector-Intensivo-30Ml/12504238?sponsoredClickData=%257B%2522isXLP%2522%253Atrue%252C%2522pageType%2522%253A%2522category%2522%252C%2522adType%2522%253A%2522products%2522%252C%2522platform%2522%253A%2522desktop%2522%252C%2522regionCode%2522%253A%2522co%2522%252C%2522context%2522%253A%257B%2522userIdentifier%2522%253A%2522MTc0NzU5NzAxOTMxNw%253D%253D%2522%252C%2522adIdentifier%2522%253A%2522v2_atkLr-MitoyQ2bTMiwYTCGJqKY3VlAQw0EBr1ZBCAfw_zQHH8xxra1tRhtFtpDBz0kwSGIFuwZotnTbGEz-gZYyIoQvoURo6A6iTyKIKlKgo0RNfG4WBKG-5XE0Zkwb-1pT4owyg3PHmjmQkLvHSxszt1z0SnYOuLHg1ct1MRwAYH-q4rSO-Isng6mn1qRUsX9KJhSjSLPxRD-NUbpopmQ%253D%253D_ark196e4eef0357aa8f60%2522%252C%2522slot%2522%253A8%252C%2522signal%2522%253A%2522Belleza--higiene-y-salud%2522%257D%257D,"https://media.falabella.com.co/falabellaCO/12504238_1/width=240,height=240,quality=70,format=webp,fit=pad",Antiedad Redermic Retinol Corrector Intensivo 30Ml,Por Falabella,199.99,-25%,266.95,199.99,Llega mañana,Retira mañana,7
GENERICO,https://www.falabella.com.co/falabella-co/product/139308507/Kit-Perfume-Y-Crema-Un-Amor-Nuevo-By-Arelys-Henao/139308508,SIN IMAGEN,Kit Perfume Y Crema Un Amor Nuevo By Arelys Henao,Por Kdx,139.9,0%,,139.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
NAILEN,https://www.falabella.com.co/falabella-co/product/123167711/Polvo-Compacto-Filtro-Solar-6-Nailen-x-14-Gr/123167715,SIN IMAGEN,Polvo Compacto Filtro Solar 6 x 14 Gr,Por Galenica,10.421,0%,,10.421,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
MONTOC MAKEUP,https://www.falabella.com.co/falabella-co/product/139170003/Brochas-x10-Montoc-cosmetiquera-prof/139170004,SIN IMAGEN,Brochas x10 Montoc cosmetiquera prof,Por Kroma Space ,69.9,-18%,84.9,69.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
ORAL B,https://www.falabella.com.co/falabella-co/product/123167835/Cepillo-Oral-B-7-Beneficios-Pro-Salud-2x1/123167837,SIN IMAGEN,Cepillo 7 Beneficios Pro-Salud 2x1,Por Galenica,24.744,0%,,24.744,SIN INFORMACIÓN,SIN INFORMACIÓN,3
GENERICO,https://www.falabella.com.co/falabella-co/product/131807206/Lubricante-Hibrido-Base-Agua-Silicona-Saborizado-20ml/131807207,SIN IMAGEN,Lubricante Hibrido Base Agua Silicona Saborizado 20ml,Por Cero Tabuu ,20.9,0%,,20.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/125032648/La-Nariz-Levantar-La-Forma-Shaper/125032649,SIN IMAGEN,La Nariz Levantar La Forma Shaper,Por Obatty Store ,39.99,-56%,90.0,39.99,SIN INFORMACIÓN,SIN INFORMACIÓN,1
OLIVIA GARDEN,https://www.falabella.com.co/falabella-co/product/120386537/Cepillo-Fingerbrush-Blush-Small-Palo-De-Rosa/120386538,SIN IMAGEN,Cepillo Fingerbrush Blush Small Palo De Rosa,Por Strong Machine ,61.0,0%,,61.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
GENERICO,https://www.falabella.com.co/falabella-co/product/128598129/KIT-CON-FEROMONA-TATIANA-MURILLO/128598130,SIN IMAGEN,KIT CON FEROMONA - TATIANA MURILLO,Por Syam,120.0,0%,,120.0,SIN INFORMACIÓN,SIN INFORMACIÓN,1
GENERICO,https://www.falabella.com.co/falabella-co/product/129037315/Crema-Corporal-Con-Feromonas-Femenino-Flavor-Atrae-Hombres-120-ml/129037316,SIN IMAGEN,Crema Corporal Con Feromonas Femenino Flavor Atrae Hombres 120 ml,Por Cero Tabuu ,24.9,0%,,24.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
AZZORTI,https://www.falabella.com.co/falabella-co/product/130756570/Perfume-My-Woman-Azzorti-Dupree/130756571,SIN IMAGEN,Perfume My Woman Dupree,Por Tahana Store ,99.9,0%,,99.9,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
LOCCITANE,https://www.falabella.com.co/falabella-co/product/133746699/Serum-en-Crema-para-manos-Immortelle-Karite-75ml/133746702,SIN IMAGEN,Sérum en Crema para manos Immortelle Karité 75ml,Por Provenzal Sas ,124.0,0%,,124.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
LOCCITANE,https://www.falabella.com.co/falabella-co/product/133746661/Jabon-solido-Karite-Lavanda-100g/133746664,SIN IMAGEN,Jabón sólido Karité Lavanda 100g,Por Provenzal Sas ,43.0,0%,,43.0,SIN INFORMACIÓN,SIN INFORMACIÓN,SIN OPINIONES
